"STATION","NAME","DATE","AWND","PRCP","SNOW","TAVG","TMAX","TMIN","TSUN","WDF2","WSF2","WT01","WT02","WT03","WT04","WT05","WT06","WT08"
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-06-08","2.68","0.47","0.0",,"90","72",,"  310","15.0","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-06-09","2.91","0.01","0.0",,"90","72",,"  230","10.1","    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-06-10","6.26","0.00","0.0",,"84","65",,"   60","16.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-06-11","5.14","0.00","0.0",,"69","62",,"   60","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-06-12","3.80","0.00","0.0",,"69","62",,"   60","12.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-06-13","2.24","0.01","0.0",,"76","62",,"  260","8.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-06-14","2.46","0.22","0.0",,"73","64",,"  130","8.9","    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-06-15","4.70","0.00","0.0",,"80","66",,"  300","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-06-16","4.47","0.00","0.0",,"77","62",,"  300","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-06-17","3.80","0.00","0.0",,"78","57",,"  310","12.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-06-18","4.70","0.00","0.0",,"84","63",,"  230","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-06-19","4.25","0.14","0.0",,"88","65",,"  240","15.0","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-06-20","2.46","0.00","0.0",,"86","66",,"  270","10.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-06-21","3.80","0.00","0.0",,"86","75",,"  230","14.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-06-22","4.92","0.24","0.0",,"78","59",,"  280","13.0","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-06-23","3.80","0.00","0.0",,"76","55",,"  290","12.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-06-24","3.80","0.00","0.0",,"77","61",,"  220","10.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-06-25","2.24","0.00","0.0",,"81","64",,"  140","8.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-06-26","3.13","0.04","0.0",,"83","68",,"  200","10.1","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-06-27","4.70","0.00","0.0",,"90","73",,"  230","10.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-06-28","4.92","0.00","0.0",,"92","76",,"  240","14.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-06-29","4.47","0.00","0.0",,"95","78",,"  240","12.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-06-30","5.14","0.65","0.0",,"98","73",,"   10","14.1","    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-07-01","2.01","0.90","0.0",,"84","72",,"  310","12.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-07-02","3.58","0.67","0.0",,"79","62",,"   70","18.1","    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-07-03","5.82","0.34","0.0",,"66","59",,"   60","15.0","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-07-04","2.46","0.00","0.0",,"79","60",,"  140","8.1","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-07-05","3.80","0.00","0.0",,"83","67",,"   60","12.1","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-07-06","5.82","0.55","0.0",,"92","71",,"  300","25.1","    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-07-07","2.46","0.00","0.0",,"91","71",,"  230","10.1","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-07-08","4.92","2.27","0.0",,"84","71",,"   40","15.0","    1","    1","    1",,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-07-09","4.03","2.06","0.0",,"85","70",,"  210","14.1","    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-07-10","2.91","0.27","0.0",,"81","68",,"   90","8.9","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-07-11","1.79","0.01","0.0",,"78","70",,"  150","8.9","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-07-12","4.92","1.42","0.0",,"86","72",,"   60","14.1","    1","    1","    1",,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-07-13","5.82","0.00","0.0",,"72","69",,"   60","12.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-07-14","2.68","0.00","0.0",,"87","69",,"  280","12.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-07-15","2.68","0.00","0.0",,"89","74",,"  150","8.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-07-16","2.91","0.00","0.0",,"91","79",,"  280","10.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-07-17","2.24","0.62","0.0",,"91","73",,"  260","8.9","    1",,"    1",,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-07-18","5.37","0.03","0.0",,"84","72",,"  240","13.0","    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-07-19","3.80","0.01","0.0",,"81","71",,"   50","12.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-07-20","2.46","0.00","0.0",,"86","73",,"  280","8.1",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-07-21","2.01","0.05","0.0",,"80","70",,"   20","12.1","    1",,"    1",,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-07-22","3.36","0.00","0.0",,"81","67",,"  300","8.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-07-23","2.24","0.01","0.0",,"83","67",,"   50","10.1",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-07-24","2.46","0.00","0.0",,"84","67",,"  160","8.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-07-25","2.68","0.49","0.0",,"83","66",,"   50","14.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-07-26","2.24","0.78","0.0",,"88","72",,"  300","12.1","    1",,"    1",,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-07-27","2.91","0.00","0.0",,"89","73",,"  330","12.1",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-07-28","3.58","0.14","0.0",,"81","69",,"   50","14.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-07-29","3.80","0.47","0.0",,"77","69",,"  170","14.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-07-30","7.61","0.00","0.0",,"82","67",,"  300","16.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-07-31","2.68","0.00","0.0",,"77","60",,"  310","10.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-08-01","2.01","0.04","0.0",,"77","66",,"  120","8.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-08-02","4.70","0.00","0.0",,"80","63",,"  300","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-08-03","1.34","0.00","0.0",,"79","65",,"   50","6.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-08-04","4.92","0.00","0.0",,"76","67",,"   70","12.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-08-05","3.80","0.00","0.0",,"81","69",,"   20","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-08-06","3.36","0.00","0.0",,"88","70",,"  240","8.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-08-07","4.47","0.00","0.0",,"87","73",,"  240","10.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-08-08","6.71","0.21","0.0",,"77","66",,"   60","17.0","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-08-09","4.70","0.00","0.0",,"81","69",,"   60","12.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-08-10","2.68","0.83","0.0",,"84","71",,"  240","14.1","    1","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-08-11","3.36","0.18","0.0",,"89","73",,"  280","13.0","    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-08-12","3.80","0.00","0.0",,"93","74",,"  240","17.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-08-13","2.24","0.00","0.0",,"94","78",,"  280","10.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-08-14","3.80","0.00","0.0",,"88","76",,"   30","12.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-08-15","3.36","0.00","0.0",,"83","70",,"   50","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-08-16","2.91","0.00","0.0",,"83","69",,"  130","8.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-08-17","2.68","0.00","0.0",,"81","73",,"  200","8.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-08-18","2.46","0.00","0.0",,"83","74",,"  140","12.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-08-19","3.80","0.20","0.0",,"85","75",,"  240","15.0","    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-08-20","2.46","0.00","0.0",,"82","75",,"   20","8.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-08-21","2.91","4.45","0.0",,"82","73",,"   60","14.1","    1","    1","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-08-22","5.14","2.67","0.0",,"76","70",,"   60","14.1","    1","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-08-23","4.25","1.07","0.0",,"83","71",,"  240","14.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-08-24","2.91","0.00","0.0",,"89","72",,"  270","10.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-08-25","1.79","0.00","0.0",,"91","72",,"  250","6.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-08-26","3.13","0.00","0.0",,"91","78",,"  260","8.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-08-27","2.24","0.67","0.0",,"93","75",,"  300","15.0","    1","    1","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-08-28","6.93","0.00","0.0",,"80","68",,"   60","19.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-08-29","2.91","0.00","0.0",,"76","67",,"   60","10.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-08-30","2.01","0.00","0.0",,"85","73",,"  210","8.1","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-08-31","2.91","0.00","0.0",,"83","73",,"  300","12.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-09-01","8.50","7.13","0.0",,"78","63",,"  340","23.0","    1","    1","    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-09-02","5.59","0.10","0.0",,"77","61",,"  360","15.0","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-09-03","3.80","0.00","0.0",,"74","59",,"   60","12.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-09-04","2.24","0.00","0.0",,"79","61",,"  280","8.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-09-05","2.68","0.02","0.0",,"74","67",,"  240","8.9","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-09-06","4.47","0.00","0.0",,"81","69",,"  270","13.0","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-09-07","2.24","0.00","0.0",,"79","65",,"  260","8.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-09-08","3.36","0.00","0.0",,"82","70",,"  190","10.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-09-09",,"0.26","0.0",,"76","68",,"  270","21.9","    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-09-10","6.04","0.00","0.0",,"74","63",,"  300","16.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-09-11","2.01","0.00","0.0",,"76","60",,"  250","10.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-09-12","4.03","0.00","0.0",,"81","66",,"  220","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-09-13","4.47","0.12","0.0",,"83","67",,"  280","12.1","    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-09-14","1.57","0.00","0.0",,"80","67",,"   50","6.9","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-09-15",,"0.00","0.0",,"85","71",,,,"    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-09-16",,"0.00","0.0",,"76","71",,,,,,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-09-17",,"0.00","0.0",,"75","69",,,,"    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-09-18",,"0.00","0.0",,"84","69",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-09-19",,"0.00","0.0",,"76","64",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-09-20",,"0.00","0.0",,"75","63",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-09-21",,"0.09","0.0",,"76","63",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-09-22",,"0.01","0.0",,"79","72",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-09-23","5.82","1.37","0.0",,"79","64",,"  220","10.1","    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-09-24","4.03","0.66","0.0",,"72","57",,"  280","12.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-09-25","0.89","0.00","0.0",,"75","57",,"  230","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-09-26","5.82","0.00","0.0",,"71","61",,"  310","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-09-27",,"0.00","0.0",,"78","62",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-09-28",,"0.27","0.0",,"71","61",,,,"    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-09-29",,"0.00","0.0",,"68","54",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-09-30",,"0.00","0.0",,"65","55",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-10-01",,"0.00","0.0",,"67","51",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-10-02",,"0.00","0.0",,"74","57",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-10-03",,"0.00","0.0",,"77","61",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-10-04",,"0.15","0.0",,"73","62",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-10-05","2.46","0.00","0.0",,"65","60",,"   50","8.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-10-06","1.34","0.00","0.0",,"69","61",,"   60","8.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-10-07","1.12","0.00","0.0",,"73","62",,"  240","6.9","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-10-08","3.80","0.00","0.0",,"76","61",,"   70","10.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-10-09","8.50","0.00","0.0",,"67","60",,"   60","15.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-10-10","9.84","0.11","0.0",,"66","61",,"   60","16.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-10-11","6.71","0.00","0.0",,"71","61",,"   60","17.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-10-12","2.68","0.00","0.0",,"69","61",,"   90","6.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-10-13","1.34","0.00","0.0",,"69","61",,"  250","6.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-10-14","2.68","0.00","0.0",,"76","62",,"  290","10.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-10-15","2.24","0.00","0.0",,"79","63","    0","  210","8.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-10-16","4.70","0.25","0.0",,"76","56",,"  280","19.9","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-10-17","6.26","0.00","0.0",,"61","51",,"  280","15.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-10-18","6.71","0.00","0.0",,"58","49",,"  290","17.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-10-19","5.37","0.00","0.0",,"66","47",,"  240","14.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-10-20","3.13","0.00","0.0",,"75","56",,"  280","12.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-10-21","3.80","0.00","0.0",,"73","59",,"  230","12.1",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-10-22","4.70","0.00","0.0",,"69","57",,"  230","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-10-23","2.68","0.01","0.0",,"59","48",,"   40","10.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-10-24","3.13","0.03","0.0",,"59","47",,"  210","8.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-10-25","3.80","0.23","0.0",,"73","55",,"   60","14.1","    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-10-26","6.04","3.30","0.0",,"63","54",,"   70","19.9","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-10-27","8.50","0.16","0.0",,"61","53",,"   30","16.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-10-28","4.92","0.00","0.0",,"57","49",,"   60","12.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-10-29","8.72","0.41","0.0",,"56","47",,"   90","19.9","    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-10-30","4.47","0.57","0.0",,"64","53",,"   70","19.9","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-10-31","5.14","0.04","0.0",,"63","55",,"  250","13.0","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-11-01","5.14","0.00","0.0",,"58","50",,"  310","12.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-11-02","2.91","0.00","0.0",,"53","44",,"  240","12.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-11-03","4.03","0.00","0.0",,"51","41",,"  310","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-11-04","3.58","0.00","0.0",,"50","39",,"   50","8.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-11-05","3.80","0.00","0.0",,"51","39",,"   50","12.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-11-06","2.46","0.00","0.0",,"52","40",,"  100","8.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-11-07","2.68","0.00","0.0",,"53","40",,"   20","8.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-11-08","2.68","0.00","0.0",,"63","44",,"   30","10.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-11-09","2.68","0.00","0.0",,"68","50",,"  280","8.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-11-10","3.13","0.00","0.0",,"64","49",,"  290","15.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-11-11","4.70","0.01","0.0",,"61","45",,"  130","14.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-11-12","5.59","0.48","0.0",,"65","51",,"  170","14.1","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-11-13","4.92","0.33","0.0",,"62","40",,"  280","21.9","    1","    1","    1",,"    1",,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-11-14","4.03","0.02","0.0",,"48","38",,"  210","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-11-15","6.26","0.00","0.0",,"47","39",,"  270","18.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-11-16","5.59","0.00","0.0",,"49","36",,"  290","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-11-17","2.68","0.00","0.0",,"57","38",,"  140","10.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-11-18","5.37","0.09","0.0",,"69","46",,"  310","17.0","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-11-19","8.50","0.01","0.0",,"48","39",,"  300","17.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-11-20","3.13","0.00","0.0",,"47","35",,"  220","10.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-11-21","3.36","0.01","0.0",,"56","44",,"  240","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-11-22","6.26","0.04","0.0",,"55","35",,"  300","16.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-11-23","8.95","0.00","0.0",,"42","32",,"  300","18.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-11-24","4.70","0.00","0.0",,"45","30",,"  310","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-11-25","2.46","0.01","0.0",,"56","39",,"  230","8.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-11-26","9.62","0.12","0.0",,"47","37",,"  310","21.0","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-11-27","8.05","0.00","0.0",,"39","34",,"  300","21.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-11-28","2.24","0.00","0.0",,"41","33",,"  250","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-11-29","6.49","0.00","0.0",,"45","33",,"  300","15.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-11-30","5.14","0.00","0.0",,"41","31",,"  250","14.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-12-01","3.58","0.00","0.0",,"49","40",,"  240","12.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-12-02","5.82","0.04","0.0",,"58","45",,"  310","21.9","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-12-03","8.50","0.00","0.0",,"48","37",,"  300","21.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-12-04","3.36","0.00","0.0",,"48","36",,"  240","12.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-12-05","2.68","0.00","0.0",,"49","39",,"  130","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-12-06","5.82","0.42","0.0",,"61","43",,"  300","23.9","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-12-07","5.59","0.00","0.0",,"43","36",,"  300","19.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-12-08","4.92","0.04","0.0",,"42","34",,"  280","10.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-12-09","5.59","0.00","0.0",,"39","31",,"  300","15.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-12-10","2.91","0.00","0.0",,"50","38",,"  230","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-12-11","6.04","0.17","0.0",,"66","45",,"  280","18.1","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-12-12","8.05","0.00","0.0",,"56","42",,"  270","19.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-12-13","7.61","0.00","0.0",,"53","40",,"  240","15.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-12-14","5.37","0.00","0.0",,"53","44",,"   60","12.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-12-15","5.14","0.00","0.0",,"57","40",,"  130","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-12-16","8.05","0.00","0.0",,"62","54",,"  240","17.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-12-17","7.16","0.00","0.0",,"60","48",,"  270","15.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-12-18","3.58","0.06","0.0",,"48","39",,"   40","10.1","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-12-19","6.49","0.02","0.0",,"45","28",,"  350","17.0","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-12-20","5.37","0.00","0.0",,"37","25",,"  250","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-12-21","4.70","0.00","0.0",,"43","31",,"  240","14.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-12-22","6.93","0.12","0.0",,"47","33",,"  310","18.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-12-23","4.92","0.00","0.0",,"36","31",,"  300","16.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-12-24","4.03","0.03","0.2",,"40","30",,"   70","12.1","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-12-25","2.91","0.16","0.0",,"52","36",,"  240","10.1","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-12-26","10.51","0.00","0.0",,"51","39",,"  300","21.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-12-27","4.47","0.09","0.0",,"39","34",,"   30","13.0","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2021-12-28","4.70","0.05","0.0",,"47","36",,"  290","10.1","    1",,,,,,"    1"
