
time,weathercode (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),windspeed_10m_max (km/h),windgusts_10m_max (km/h),shortwave_radiation_sum (MJ/m²)
2022-04-07,63,11.0,5.9,23.40,27.6,56.5,5.99
2022-04-08,63,16.2,7.5,13.40,17.7,43.2,23.04
2022-04-09,53,12.6,4.6,2.50,16.2,39.6,19.26
2022-04-10,51,10.2,3.8,0.10,25.8,49.7,18.06
2022-04-11,51,14.2,1.8,0.30,16.9,33.5,24.44
2022-04-12,53,20.8,7.2,1.20,15.3,32.0,16.64
2022-04-13,3,21.1,7.6,0.00,13.7,23.0,23.01
2022-04-14,51,26.8,13.2,0.20,15.5,46.8,21.30
2022-04-15,2,18.6,7.1,0.00,22.2,41.0,25.84
2022-04-16,61,19.6,8.7,4.50,23.3,53.3,15.86
2022-04-17,55,10.1,4.1,1.10,27.2,54.0,22.07
2022-04-18,63,10.3,0.8,6.50,25.6,51.1,18.45
2022-04-19,63,10.8,3.9,27.80,32.7,64.4,20.69
2022-04-20,2,13.9,3.6,0.00,23.9,45.7,26.72
2022-04-21,51,14.8,3.8,0.80,22.7,42.8,22.46
2022-04-22,1,18.7,7.8,0.00,19.1,35.6,26.80
2022-04-23,2,15.7,5.3,0.00,11.1,20.5,22.39
2022-04-24,1,14.0,7.7,0.00,17.4,35.6,25.30
2022-04-25,3,14.5,6.5,0.00,17.3,34.2,22.12
2022-04-26,53,17.6,10.1,2.40,11.6,22.0,8.69
2022-04-27,51,12.0,6.0,0.10,26.6,51.5,22.73
2022-04-28,3,12.5,3.1,0.00,29.1,55.8,27.69
2022-04-29,0,15.3,3.0,0.00,23.7,47.2,28.93
2022-04-30,0,17.5,4.0,0.00,16.8,28.4,28.62
2022-05-01,51,18.6,5.2,0.30,13.1,25.2,25.55
2022-05-02,53,14.3,9.6,5.00,13.9,21.6,4.67
2022-05-03,3,16.4,6.9,0.00,14.4,28.4,20.75
2022-05-04,61,17.8,9.4,6.60,12.4,32.0,8.56
2022-05-05,3,20.8,11.8,0.00,10.5,25.2,26.68
2022-05-06,61,14.0,9.0,18.70,12.2,28.1,4.68
2022-05-07,61,10.0,5.5,24.80,26.9,53.6,3.84
2022-05-08,53,13.9,5.2,3.80,25.7,47.2,11.70
2022-05-09,2,18.4,6.3,0.00,22.6,46.4,29.34
2022-05-10,1,19.6,8.2,0.00,21.6,42.5,28.47
2022-05-11,2,21.1,9.4,0.00,20.1,42.8,19.68
2022-05-12,3,20.8,11.1,0.00,11.0,23.8,13.37
2022-05-13,51,19.4,13.1,0.20,10.8,19.1,7.75
2022-05-14,61,19.3,14.5,6.90,10.0,21.6,7.46
2022-05-15,55,23.8,14.5,3.20,10.6,22.3,15.08
2022-05-16,61,22.7,15.6,6.70,20.5,38.2,17.81
2022-05-17,1,22.9,12.3,0.00,27.1,46.8,25.25
2022-05-18,2,20.6,10.9,0.00,15.6,29.2,27.75
2022-05-19,63,20.1,12.2,17.00,13.7,27.0,11.76
2022-05-20,53,24.1,11.1,2.20,16.7,30.6,24.54
2022-05-21,3,31.1,15.8,0.00,11.0,20.2,26.14
2022-05-22,51,30.5,20.1,0.30,14.5,28.1,25.22
2022-05-23,3,22.0,15.8,0.00,21.0,39.6,28.06
2022-05-24,3,18.8,13.1,0.00,13.3,29.9,21.35
2022-05-25,2,19.5,11.3,0.00,14.1,29.9,24.16
2022-05-26,51,20.2,10.7,0.10,16.2,32.4,20.47
2022-05-27,61,24.8,17.2,5.60,18.6,38.9,14.07
2022-05-28,63,23.1,18.0,13.20,13.9,44.6,19.58
2022-05-29,3,23.6,14.1,0.00,15.5,23.0,23.52
2022-05-30,3,28.3,15.2,0.00,22.2,21.2,27.32
2022-05-31,3,32.6,20.9,0.00,21.9,27.4,27.61
2022-06-01,3,21.7,15.7,0.00,10.1,31.7,22.39
2022-06-02,63,25.6,16.1,9.20,12.0,21.6,13.80
2022-06-03,53,23.9,18.0,2.00,11.8,25.2,15.95
2022-06-04,1,25.7,14.3,0.00,11.1,25.6,28.93
2022-06-05,1,23.3,12.7,0.00,15.5,30.2,30.19
2022-06-06,2,26.1,13.6,0.00,15.4,31.3,27.72
2022-06-07,51,24.4,14.6,0.80,25.4,47.9,22.14
2022-06-08,61,27.6,18.5,3.90,19.6,41.8,26.22
2022-06-09,63,27.2,18.6,17.60,23.1,50.0,22.41
2022-06-10,3,24.5,15.1,0.00,18.0,32.8,26.06
2022-06-11,51,23.3,16.5,0.70,9.9,19.8,16.10
2022-06-12,53,21.6,16.1,4.20,15.9,41.4,11.44
2022-06-13,51,28.0,17.0,1.00,9.7,23.0,24.76
2022-06-14,3,26.9,18.2,0.00,11.6,22.0,24.62
2022-06-15,2,26.2,17.1,0.00,19.6,38.5,28.05
2022-06-16,53,23.1,18.3,0.80,19.3,39.6,11.75
2022-06-17,51,31.0,19.7,1.00,22.4,41.8,24.94
2022-06-18,3,20.8,15.2,0.00,26.6,53.3,21.01
2022-06-19,1,22.1,12.8,0.00,27.2,51.8,29.56
2022-06-20,1,25.9,12.7,0.00,16.6,33.5,29.25
2022-06-21,3,26.5,15.7,0.00,11.0,27.7,20.52
2022-06-22,53,20.7,17.0,2.50,18.8,34.6,11.51
2022-06-23,51,22.1,16.5,0.50,13.6,31.3,16.85
2022-06-24,51,26.3,15.9,0.10,9.0,16.6,22.52
2022-06-25,1,31.6,17.7,0.00,10.5,25.9,29.84
2022-06-26,1,31.6,19.6,0.00,18.8,35.3,27.34
2022-06-27,63,26.2,19.5,8.40,18.1,36.4,8.20
2022-06-28,2,25.6,18.2,0.00,14.5,25.9,26.57
2022-06-29,2,28.5,16.4,0.00,10.7,20.9,27.39
2022-06-30,1,29.9,17.9,0.00,14.3,29.2,29.06
2022-07-01,2,32.4,20.3,0.00,19.8,37.4,25.52
2022-07-02,61,31.8,23.7,5.70,16.1,41.0,22.57
2022-07-03,3,30.3,22.1,0.00,13.7,26.3,24.40
2022-07-04,1,29.9,17.1,0.00,12.4,25.9,29.55
2022-07-05,53,29.6,20.0,3.70,21.2,42.1,18.72
2022-07-06,51,29.5,21.9,0.30,16.1,29.5,19.28
2022-07-07,51,26.0,20.5,0.40,13.7,30.6,17.56
2022-07-08,51,28.4,19.1,0.60,10.6,22.3,17.85
2022-07-09,2,29.1,21.7,0.00,12.9,30.2,26.49
2022-07-10,1,27.1,18.2,0.00,14.1,36.0,28.85
2022-07-11,3,28.8,16.8,0.00,18.4,35.6,24.88
2022-07-12,51,32.5,19.5,0.70,22.0,43.2,23.71
2022-07-13,2,32.6,21.6,0.00,10.8,21.2,25.07
2022-07-14,51,31.4,22.5,0.10,11.9,27.7,22.56
2022-07-15,1,28.7,21.0,0.00,11.9,29.5,20.97
2022-07-16,53,28.0,20.7,1.30,10.3,27.0,18.13
2022-07-17,63,28.2,20.8,9.40,10.4,20.9,19.93
2022-07-18,63,29.4,22.9,10.60,18.9,39.6,9.15
2022-07-19,51,32.3,21.7,0.20,18.5,31.3,26.31
2022-07-20,1,34.2,22.6,0.00,14.3,26.6,25.25
2022-07-21,63,34.2,24.5,5.50,17.3,41.0,22.93
2022-07-22,1,34.4,23.5,0.00,11.4,27.0,23.08
2022-07-23,0,35.0,23.6,0.00,12.1,26.6,27.87
2022-07-24,51,35.4,24.3,0.10,17.7,38.2,24.89
2022-07-25,63,34.0,25.8,4.10,19.9,54.7,19.49
2022-07-26,1,28.9,22.1,0.00,15.7,32.0,19.59
2022-07-27,3,29.5,20.6,0.00,15.1,29.2,19.74
2022-07-28,61,31.4,23.1,3.50,16.3,31.3,19.65
2022-07-29,3,31.0,22.4,0.00,13.5,31.7,14.23
2022-07-30,51,31.0,22.7,0.10,20.4,33.8,25.69
2022-07-31,51,29.7,19.1,0.10,11.2,27.7,20.11
2022-08-01,63,25.3,18.9,9.50,13.0,24.5,12.06
2022-08-02,1,32.6,21.1,0.00,12.7,27.7,23.41
2022-08-03,0,31.8,21.9,0.00,14.4,27.0,27.30
2022-08-04,2,33.6,21.8,0.00,13.4,23.8,24.29
2022-08-05,51,33.0,24.0,0.40,10.1,19.8,22.30
2022-08-06,51,32.3,23.6,0.80,18.1,34.6,21.03
2022-08-07,61,33.3,24.8,3.00,21.2,45.0,21.36
2022-08-08,51,33.8,25.2,0.10,17.8,37.1,20.68
2022-08-09,51,36.0,26.2,0.30,19.2,38.9,21.06
2022-08-10,51,29.7,24.3,0.20,13.3,34.9,15.09
2022-08-11,51,31.4,23.3,0.60,9.7,34.9,18.58
2022-08-12,2,29.0,21.7,0.00,17.0,35.6,25.62
2022-08-13,3,26.8,18.0,0.00,16.8,31.3,23.62
2022-08-14,3,27.0,17.3,0.00,15.8,33.8,18.10
2022-08-15,51,26.3,19.2,0.20,12.0,25.9,19.22
2022-08-16,2,27.5,17.9,0.00,17.3,35.6,23.12
2022-08-17,51,26.4,17.7,0.20,9.5,29.9,17.52
2022-08-18,1,30.1,17.3,0.00,13.1,23.0,21.60
2022-08-19,2,31.4,18.2,0.00,15.3,27.4,21.34
2022-08-20,55,31.3,21.7,1.20,14.7,24.8,20.55
2022-08-21,3,28.2,20.3,0.00,14.8,29.5,16.52
2022-08-22,61,25.4,21.6,11.50,10.5,24.1,10.34
2022-08-23,63,28.9,20.0,9.70,11.6,23.8,17.31
2022-08-24,1,30.7,19.3,0.00,11.2,22.7,21.85
2022-08-25,2,31.1,19.7,0.00,13.8,31.7,22.37
2022-08-26,61,30.1,21.7,4.60,16.2,36.0,17.96
2022-08-27,1,29.5,20.9,0.00,10.1,28.1,20.76
2022-08-28,53,26.4,21.8,3.10,13.1,28.1,14.84
2022-08-29,51,29.4,21.7,0.40,16.5,32.4,17.47
2022-08-30,55,30.5,21.8,2.00,20.4,36.4,19.65
2022-08-31,61,28.7,20.3,2.80,17.5,33.5,21.21
2022-09-01,0,29.5,19.4,0.00,15.8,31.7,23.45
2022-09-02,0,25.0,16.1,0.00,12.7,25.2,23.52
2022-09-03,3,27.4,17.6,0.00,13.4,26.6,18.73
2022-09-04,53,30.4,20.1,0.70,9.4,18.4,16.54
2022-09-05,53,28.0,21.9,3.90,10.8,20.5,11.03
2022-09-06,63,22.9,20.0,22.90,17.4,31.3,4.56
2022-09-07,51,22.7,18.4,2.60,17.7,38.2,9.57
2022-09-08,51,23.7,17.6,0.10,15.1,26.3,13.17
2022-09-09,1,25.5,15.7,0.00,9.7,20.2,22.35
2022-09-10,1,27.9,15.3,0.00,10.3,20.5,21.06
2022-09-11,63,21.5,18.6,13.60,11.9,31.7,5.42
2022-09-12,61,26.0,19.5,5.30,10.8,19.4,10.09
2022-09-13,63,26.0,20.1,24.00,14.8,28.4,10.10
2022-09-14,2,26.1,16.0,0.00,16.1,31.0,20.13
2022-09-15,1,22.0,14.8,0.00,17.5,35.6,21.78
2022-09-16,0,23.7,11.4,0.00,10.1,19.4,21.27
2022-09-17,3,23.1,17.2,0.00,12.8,27.0,16.12
2022-09-18,1,28.0,17.2,0.00,15.9,29.9,19.58
2022-09-19,51,29.0,19.3,0.30,18.7,32.8,16.46
2022-09-20,51,25.1,18.3,0.10,14.3,26.3,14.80
2022-09-21,2,26.5,15.3,0.00,11.9,26.6,19.36
2022-09-22,63,24.8,14.9,12.50,23.8,47.2,8.06
2022-09-23,1,16.9,10.5,0.00,26.5,51.5,20.29
2022-09-24,1,20.1,9.1,0.00,15.9,32.4,17.20
2022-09-25,61,21.9,12.1,2.50,13.4,40.3,9.67
2022-09-26,1,22.6,13.3,0.00,21.2,36.4,15.02
2022-09-27,3,20.9,13.6,0.00,18.5,34.2,17.02
2022-09-28,3,19.8,10.6,0.00,15.8,28.4,13.34
2022-09-29,2,19.1,11.5,0.00,17.7,34.6,17.27
2022-09-30,3,16.5,11.1,0.00,14.7,29.5,9.79
2022-10-01,63,15.6,11.4,28.30,21.5,43.9,2.91
2022-10-02,55,15.2,10.5,8.00,28.0,51.5,2.06
2022-10-03,61,12.3,9.0,12.00,22.2,47.2,4.08
2022-10-04,63,12.5,8.3,34.30,24.5,49.7,1.76
2022-10-05,61,14.3,12.2,11.20,22.3,43.6,2.12
2022-10-06,1,22.3,9.9,0.00,9.3,15.8,17.38
2022-10-07,51,23.4,11.3,0.10,14.8,22.7,15.56
2022-10-08,51,14.5,7.4,0.70,18.8,31.3,15.03
2022-10-09,1,16.1,5.5,0.00,16.0,33.5,17.12
2022-10-10,2,18.7,6.5,0.00,12.2,25.2,14.68
2022-10-11,0,20.6,7.6,0.00,8.8,18.7,16.40
2022-10-12,2,19.9,8.4,0.00,15.6,27.4,16.24
2022-10-13,61,20.1,14.2,10.60,20.8,38.2,5.76
2022-10-14,61,18.9,10.0,6.70,21.4,35.3,14.27
2022-10-15,3,20.0,9.2,0.00,16.7,29.5,15.70
2022-10-16,2,18.4,9.8,0.00,9.7,19.8,13.82
2022-10-17,53,18.9,11.3,2.00,14.9,28.4,10.51
2022-10-18,51,13.3,7.6,0.40,14.3,32.4,15.31
2022-10-19,3,11.6,4.2,0.00,21.4,43.6,12.04
2022-10-20,0,14.1,4.9,0.00,21.0,41.0,15.35
2022-10-21,0,16.3,5.7,0.00,10.1,22.7,15.03
2022-10-22,1,18.0,6.8,0.00,8.4,18.0,14.67
2022-10-23,53,16.7,9.4,1.90,16.8,30.6,6.29
2022-10-24,61,15.9,12.6,7.90,15.8,28.1,1.90
2022-10-25,53,20.6,15.9,4.50,8.2,24.5,4.44
2022-10-26,51,21.5,15.7,0.40,12.8,24.5,6.41
2022-10-27,0,17.6,10.3,0.00,19.6,38.2,13.32
2022-10-28,1,12.9,6.9,0.00,16.3,32.0,11.85
2022-10-29,0,14.1,5.9,0.00,10.4,22.0,13.29
2022-10-30,1,16.2,5.0,0.00,8.0,17.3,13.30
2022-10-31,61,18.0,8.2,3.80,11.8,25.2,10.76
2022-11-01,63,18.6,13.2,13.40,11.9,21.6,3.94
2022-11-02,0,19.6,10.6,0.00,14.6,24.8,12.74
2022-11-03,3,17.9,9.3,0.00,7.6,15.1,12.48
2022-11-04,3,20.3,9.1,0.00,11.3,19.4,11.23
2022-11-05,2,22.8,15.0,0.00,17.4,30.2,9.59
2022-11-06,51,23.0,17.4,0.70,17.3,31.3,7.82
2022-11-07,51,23.7,13.3,0.70,18.7,33.1,10.31
2022-11-08,1,13.4,7.7,0.00,19.0,37.4,12.12
2022-11-09,0,10.6,4.1,0.00,15.8,30.2,11.91
2022-11-10,3,17.8,5.3,0.00,10.7,23.0,10.97
2022-11-11,63,19.3,12.5,14.80,24.1,49.7,3.25
2022-11-12,51,19.8,14.4,1.20,26.3,50.8,10.23
2022-11-13,53,14.7,6.1,4.00,22.5,44.3,5.58
2022-11-14,3,7.4,2.3,0.00,19.1,37.1,11.43
2022-11-15,63,7.2,1.1,7.30,22.5,40.0,5.04
2022-11-16,61,10.6,5.9,8.00,24.6,45.4,5.32
2022-11-17,3,7.1,1.7,0.00,26.1,50.4,9.13
2022-11-18,51,6.0,-0.2,0.60,24.3,47.9,9.61
2022-11-19,2,4.0,-1.9,0.00,19.6,39.6,10.82
2022-11-20,51,2.2,-1.7,0.10,28.6,56.5,10.63
2022-11-21,2,3.8,-3.7,0.00,19.9,38.2,10.52
2022-11-22,1,9.1,-1.3,0.00,17.2,34.9,10.27
2022-11-23,0,11.5,-0.7,0.00,11.8,24.1,10.09
2022-11-24,1,10.8,-0.5,0.00,11.3,18.7,9.82
2022-11-25,53,10.3,3.9,2.20,19.2,39.2,3.51
2022-11-26,1,12.0,2.8,0.00,18.3,35.6,9.71
2022-11-27,63,13.6,4.1,11.90,24.3,47.9,2.58
2022-11-28,3,12.2,4.7,0.00,21.8,45.0,6.70
2022-11-29,3,6.9,-0.4,0.00,10.7,18.7,8.64
2022-11-30,63,12.9,1.9,15.70,31.7,71.3,1.04
2022-12-01,3,6.0,-0.4,0.00,26.2,46.4,9.27
2022-12-02,1,5.6,-2.8,0.00,10.1,20.2,9.42
2022-12-03,61,12.5,2.2,10.70,26.6,72.0,1.32
2022-12-04,1,6.4,-0.4,0.00,18.5,31.7,9.36
2022-12-05,1,7.2,-1.7,0.00,9.2,18.7,8.96
2022-12-06,61,11.8,3.5,7.70,15.8,28.8,1.28
2022-12-07,61,13.9,11.4,13.40,16.0,36.7,1.42
2022-12-08,3,11.0,5.5,0.00,15.9,29.9,6.34
2022-12-09,2,6.9,0.9,0.00,15.9,30.6,9.26
2022-12-10,3,4.5,-0.7,0.00,15.5,30.2,7.51
2022-12-11,55,6.2,2.2,6.00,14.0,30.2,2.17
2022-12-12,71,3.6,-2.3,1.10,17.6,33.5,6.95
2022-12-13,0,4.1,-3.7,0.00,13.6,27.0,9.21
2022-12-14,1,4.2,-2.4,0.00,19.4,37.1,9.08
2022-12-15,61,4.9,-1.4,13.10,27.4,50.8,1.68
2022-12-16,61,6.4,2.6,14.60,32.2,62.6,0.93
2022-12-17,51,6.1,-0.4,0.20,18.9,38.2,7.74
2022-12-18,3,3.5,-2.6,0.00,18.8,37.8,7.16
2022-12-19,2,3.2,-2.2,0.00,22.4,41.4,8.70
2022-12-20,1,3.6,-3.0,0.00,16.8,33.5,8.86
2022-12-21,1,3.3,-4.0,0.00,8.2,15.5,8.69
2022-12-22,61,9.0,-1.7,11.20,24.9,43.9,2.42
2022-12-23,71,12.9,-10.0,18.40,35.2,83.9,2.16
2022-12-24,2,-8.6,-13.4,0.00,30.3,60.5,8.80
2022-12-25,1,-2.3,-9.8,0.00,22.0,44.3,8.95
2022-12-26,3,-1.6,-8.4,0.00,15.6,27.0,8.96
2022-12-27,3,1.9,-4.8,0.00,11.7,24.1,8.95
2022-12-28,1,6.9,-4.0,0.00,15.6,26.6,8.61
2022-12-29,1,8.5,-2.3,0.00,10.0,19.1,8.56
2022-12-30,2,12.7,0.3,0.00,10.9,19.1,7.68
2022-12-31,61,11.2,2.3,6.80,12.5,18.4,1.68
2023-01-01,51,11.8,4.5,0.30,13.8,29.9,7.69
2023-01-02,3,13.1,2.2,0.00,9.8,20.2,6.48
2023-01-03,63,12.7,8.0,9.70,11.3,32.4,1.18
2023-01-04,61,17.6,11.6,4.60,11.7,28.1,5.98
2023-01-05,51,11.8,6.9,0.80,7.7,17.3,3.47
2023-01-06,61,8.2,2.7,7.50,13.2,22.0,4.35
2023-01-07,3,7.4,-0.2,0.00,13.5,26.3,7.32
2023-01-08,1,4.4,-2.6,0.00,10.1,20.5,9.29
2023-01-09,51,6.7,-0.4,1.00,13.5,25.2,7.62
2023-01-10,3,5.5,-1.9,0.00,13.4,23.8,7.34
2023-01-11,3,3.6,-1.3,0.00,10.9,20.5,7.05
2023-01-12,61,10.2,-1.2,8.60,15.9,46.1,1.53
2023-01-13,61,11.3,2.7,7.30,21.9,65.5,3.64
2023-01-14,3,2.2,0.2,0.00,24.5,40.3,3.13
2023-01-15,3,4.5,-1.4,0.00,24.3,46.1,9.01
2023-01-16,0,7.5,-1.9,0.00,18.1,34.2,10.13
2023-01-17,51,6.4,-2.7,0.30,12.5,21.6,4.71
2023-01-18,3,10.6,3.1,0.00,19.7,39.2,8.34
2023-01-19,61,5.1,0.4,18.80,13.7,46.4,1.08
2023-01-20,53,7.9,3.4,0.50,24.4,43.6,6.20
2023-01-21,3,5.3,-0.5,0.00,15.5,29.5,9.39
2023-01-22,61,5.8,-1.4,4.80,12.7,30.2,5.89
2023-01-23,55,4.6,0.2,7.50,20.3,40.7,2.56
2023-01-24,3,7.4,-1.2,0.00,21.0,38.2,10.63
2023-01-25,73,10.6,-1.9,17.60,28.1,75.6,2.38
2023-01-26,61,11.2,2.0,5.50,28.8,56.2,8.03
2023-01-27,51,5.2,-2.5,0.10,14.7,28.1,9.10
2023-01-28,2,10.3,-1.8,0.00,20.8,37.8,10.82
2023-01-29,3,10.2,-0.2,0.00,15.5,29.5,5.36
2023-01-30,3,11.5,1.4,0.00,10.8,19.4,8.26
2023-01-31,71,5.1,1.2,1.60,15.3,31.0,5.53
2023-02-01,71,2.7,-3.3,0.20,11.5,24.5,10.76
2023-02-02,1,3.7,-3.7,0.00,16.9,31.7,12.20
2023-02-03,3,-0.4,-10.7,0.00,32.9,64.4,12.81
2023-02-04,3,-4.9,-14.8,0.00,32.0,62.6,13.13
2023-02-05,3,8.3,-4.7,0.00,14.8,32.4,11.24
2023-02-06,3,9.2,-2.3,0.00,22.4,44.6,11.34
2023-02-07,51,4.7,-4.0,0.20,13.9,27.4,11.04
2023-02-08,51,10.6,0.4,0.30,14.3,34.9,13.23
2023-02-09,3,9.6,-0.8,0.00,15.2,27.0,3.23
2023-02-10,3,13.3,4.6,0.00,22.4,42.1,13.51
2023-02-11,3,7.0,0.1,0.00,19.5,36.0,14.11
2023-02-12,51,6.9,-1.3,0.40,13.2,23.0,8.06
2023-02-13,55,12.5,1.5,3.80,20.0,36.4,13.88
2023-02-14,1,11.0,1.8,0.00,20.1,40.0,14.54
2023-02-15,51,16.6,2.2,0.30,18.0,33.1,12.72
2023-02-16,55,18.0,6.9,2.50,14.6,26.3,8.10
2023-02-17,61,15.0,0.3,6.20,24.8,50.4,2.66
2023-02-18,1,5.8,-2.3,0.00,22.2,41.4,15.42
2023-02-19,51,8.9,-0.8,0.10,20.2,37.1,9.55
2023-02-20,51,15.2,5.0,0.10,14.8,27.7,10.86
2023-02-21,71,9.0,1.9,5.80,13.9,37.4,7.97
2023-02-22,61,6.3,-1.4,4.50,14.7,24.8,7.54
2023-02-23,53,6.5,3.2,1.00,14.5,27.0,4.61
2023-02-24,51,6.2,-2.1,0.10,27.5,58.7,14.48
2023-02-25,71,-0.7,-4.5,0.70,14.4,29.5,5.76
2023-02-26,3,7.6,-4.1,0.00,23.2,46.1,11.76
2023-02-27,75,5.1,-2.8,5.40,18.5,35.6,15.18
2023-02-28,75,2.3,-1.8,11.50,23.0,44.6,2.92
2023-03-01,51,5.5,-4.3,0.60,17.8,33.1,15.94
2023-03-02,53,12.4,3.2,2.50,20.4,37.1,10.68
2023-03-03,55,6.5,-1.7,2.00,26.0,53.6,10.97
2023-03-04,63,7.3,3.3,23.80,32.8,76.7,5.70
2023-03-05,3,11.7,-1.3,0.00,22.6,39.2,15.21
2023-03-06,3,10.4,1.1,0.00,18.4,33.5,15.83
2023-03-07,73,7.7,-0.5,2.80,31.2,58.7,18.21
2023-03-08,0,7.7,-1.9,0.00,25.4,47.5,18.46
2023-03-09,2,9.7,-0.5,0.00,19.1,35.6,17.81
2023-03-10,61,7.8,-1.6,4.00,12.6,22.7,11.22
2023-03-11,71,7.0,1.8,11.40,20.7,38.9,9.20
2023-03-12,3,7.5,-1.4,0.00,15.9,28.8,16.25
2023-03-13,55,6.1,3.2,12.80,16.6,30.2,2.19
2023-03-14,73,3.2,1.0,8.40,37.7,75.2,5.01
2023-03-15,3,6.8,0.2,0.00,33.1,62.6,18.40
2023-03-16,2,13.2,-1.5,0.00,17.3,32.0,19.39
2023-03-17,51,14.3,1.4,0.10,11.7,26.6,13.00
2023-03-18,51,10.6,3.7,1.00,18.2,34.9,18.35
2023-03-19,2,4.8,-1.6,0.00,23.7,46.4,21.37
2023-03-20,0,9.6,-3.3,0.00,14.7,26.6,21.59
2023-03-21,1,14.9,-1.4,0.00,16.3,29.2,21.62
2023-03-22,3,14.4,1.2,0.00,16.9,30.2,15.85
2023-03-23,63,14.1,6.4,4.40,15.8,31.0,6.79
2023-03-24,55,11.6,4.9,2.80,13.9,28.8,10.78
2023-03-25,61,6.9,4.1,6.40,26.0,49.0,2.58
2023-03-26,51,15.4,5.2,0.40,20.5,40.7,22.44
2023-03-27,55,12.7,1.6,2.60,15.0,29.2,15.51
2023-03-28,51,10.8,4.0,0.20,14.5,26.6,10.04
2023-03-29,3,11.9,-0.3,0.00,18.0,33.8,22.22
2023-03-30,51,7.6,-0.7,0.30,23.2,46.1,23.76
2023-03-31,3,11.9,-1.2,0.00,17.9,38.2,14.26
2023-04-01,63,20.0,10.7,9.00,25.0,63.4,11.70
2023-04-02,3,10.1,2.8,0.00,29.9,56.9,24.35
2023-04-03,1,14.3,0.0,0.00,21.6,39.6,23.16
2023-04-04,3,21.3,6.0,0.00,14.2,22.7,19.75
2023-04-05,51,12.6,9.8,0.10,17.7,32.8,7.54
2023-04-06,55,26.0,11.2,2.40,14.5,25.9,17.82
2023-04-07,51,14.3,7.0,0.10,17.3,35.3,14.73
2023-04-08,1,10.1,2.3,0.00,15.0,30.6,21.40
2023-04-09,51,11.2,2.7,0.10,13.6,33.1,24.17
2023-04-10,0,17.0,1.2,0.00,12.3,24.5,25.05
2023-04-11,2,22.0,6.3,0.00,21.0,37.4,22.79
2023-04-12,3,26.8,14.8,0.00,19.2,37.8,22.13
2023-04-13,0,29.4,12.3,0.00,14.6,25.6,24.74
2023-04-14,1,30.0,13.0,0.00,13.4,23.8,24.31
2023-04-15,53,22.3,14.9,1.10,15.5,24.5,15.78
2023-04-16,51,20.6,12.9,0.10,12.1,22.0,11.39
2023-04-17,51,18.7,11.6,1.80,20.0,34.9,11.77
2023-04-18,51,14.3,9.0,0.10,29.6,57.2,19.16
2023-04-19,3,16.8,4.5,0.00,20.0,40.3,24.61
2023-04-20,51,17.4,5.9,0.70,11.8,22.3,25.39
2023-04-21,1,18.5,7.2,0.00,17.3,33.1,25.38
2023-04-22,53,22.3,10.0,1.00,23.0,47.5,21.46
2023-04-23,63,19.0,11.8,25.30,15.5,38.2,18.63
2023-04-24,2,14.5,6.7,0.00,12.9,28.1,20.25
2023-04-25,51,14.3,4.9,0.30,12.8,24.8,20.61
2023-04-26,53,14.5,4.6,1.90,14.7,31.0,23.20
2023-04-27,55,13.2,7.7,4.50,11.2,23.4,12.69
2023-04-28,61,12.6,7.0,4.80,20.1,44.3,11.02
2023-04-29,63,11.6,8.5,28.80,27.3,48.2,2.72
2023-04-30,63,14.9,10.6,34.50,23.8,64.1,5.43
2023-05-01,55,15.0,8.4,2.90,28.0,52.9,23.59
2023-05-02,53,12.7,7.5,3.50,22.4,49.7,17.83
2023-05-03,51,12.7,5.6,1.00,12.1,28.4,19.79
2023-05-04,53,13.3,5.9,4.90,13.2,28.8,16.93
2023-05-05,51,16.0,5.9,0.50,8.4,22.7,21.63
2023-05-06,2,20.5,6.0,0.00,13.7,21.6,24.62
2023-05-07,53,23.1,8.4,1.50,11.8,20.5,25.87
2023-05-08,61,23.4,13.0,5.10,15.2,28.4,26.81
2023-05-09,2,18.9,9.8,0.00,13.0,25.2,23.41
2023-05-10,0,20.7,9.1,0.00,9.7,19.1,29.05
2023-05-11,1,24.9,8.9,0.00,12.9,22.3,28.42
2023-05-12,1,28.0,12.9,0.00,11.7,21.6,25.38
2023-05-13,2,25.9,16.8,0.00,15.3,27.0,17.86
2023-05-14,1,21.6,12.8,0.00,17.3,32.0,28.66
2023-05-15,1,22.9,8.8,0.00,17.0,31.0,30.00
2023-05-16,1,25.6,12.1,0.00,20.8,37.8,28.17
2023-05-17,1,17.4,10.5,0.00,21.8,43.6,30.05
2023-05-18,0,15.4,6.1,0.00,15.4,34.2,30.24
2023-05-19,3,19.3,9.1,0.00,22.3,41.0,21.35
2023-05-20,63,17.1,11.7,17.20,11.6,25.6,2.86
2023-05-21,3,20.5,12.2,0.00,18.8,35.3,20.86
2023-05-22,51,22.6,11.9,0.20,13.0,24.5,23.64
2023-05-23,1,19.0,10.6,0.00,14.0,27.7,27.70
2023-05-24,51,24.2,10.1,0.30,17.7,32.8,26.77
2023-05-25,2,19.2,10.3,0.00,19.5,42.5,30.61
2023-05-26,1,21.7,9.0,0.00,10.8,19.8,30.47
2023-05-27,1,24.2,10.0,0.00,13.8,25.2,30.08
2023-05-28,1,24.7,12.5,0.00,12.7,23.8,28.90
2023-05-29,0,23.4,13.6,0.00,20.6,40.7,29.10
