
time,weathercode (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),windspeed_10m_max (km/h),windgusts_10m_max (km/h),shortwave_radiation_sum (MJ/m²)
2023-05-30,0,20.2,11.5,0.00,15.0,30.2,30.85
2023-05-31,3,23.6,8.8,0.00,10.4,18.0,30.86
2023-06-01,2,28.3,12.9,0.00,11.6,22.0,30.30
2023-06-02,1,31.4,15.8,0.00,12.0,25.9,28.06
2023-06-03,3,19.2,13.7,0.00,17.1,37.4,8.61
2023-06-04,3,20.7,10.5,0.00,17.7,34.9,19.88
2023-06-05,3,23.2,10.5,0.00,18.9,36.7,18.25
2023-06-06,61,26.4,13.3,2.90,19.1,40.7,24.95
2023-06-07,1,23.4,12.5,0.00,19.0,36.7,28.38
2023-06-08,1,22.1,11.3,0.00,14.8,29.5,24.63
2023-06-09,51,22.6,12.2,0.10,9.2,19.1,26.63
2023-06-10,51,25.0,12.8,0.20,17.8,33.8,24.76
2023-06-11,51,27.9,15.4,0.30,14.0,24.8,22.99
2023-06-12,61,24.5,18.5,4.80,23.4,42.5,21.04
2023-06-13,51,25.7,17.0,0.20,16.1,33.5,27.53
2023-06-14,63,25.1,15.4,16.20,18.2,46.1,18.26
2023-06-15,3,24.3,14.8,0.00,18.0,36.0,21.36
2023-06-16,61,25.5,15.2,4.00,10.8,23.0,16.86
2023-06-17,51,24.5,15.3,0.40,22.8,42.8,25.31
2023-06-18,3,25.2,15.6,0.00,15.3,32.4,20.16
2023-06-19,51,24.8,16.0,0.60,13.8,26.3,23.96
2023-06-20,3,23.4,16.4,0.00,14.5,28.4,21.79
2023-06-21,3,20.6,15.5,0.00,20.4,44.6,18.64
2023-06-22,53,20.0,15.9,1.20,20.1,43.6,7.92
2023-06-23,55,21.9,17.0,3.80,14.0,34.6,8.30
2023-06-24,63,24.8,19.2,17.10,10.2,22.3,11.03
2023-06-25,63,27.4,18.8,11.70,10.4,27.4,21.40
2023-06-26,63,26.9,19.8,12.50,17.6,33.8,16.75
2023-06-27,63,24.5,20.0,12.60,10.2,39.2,14.77
2023-06-28,51,26.6,18.8,1.00,15.2,28.4,18.27
2023-06-29,3,26.2,17.3,0.00,12.3,20.5,19.00
2023-06-30,2,27.3,17.6,0.00,12.4,23.4,24.07
2023-07-01,3,26.6,18.1,0.00,17.1,32.8,28.45
2023-07-02,61,28.9,20.5,16.80,12.2,31.7,13.26
2023-07-03,63,29.6,21.7,13.90,14.5,23.8,20.93
2023-07-04,55,27.8,21.5,4.80,9.7,21.2,17.86
2023-07-05,51,31.0,21.5,0.10,10.7,20.2,25.53
2023-07-06,51,30.1,22.7,0.20,13.1,23.4,26.51
2023-07-07,51,29.0,20.9,0.40,11.5,20.5,23.09
2023-07-08,61,28.5,22.0,4.00,9.7,22.0,19.32
2023-07-09,63,27.0,22.0,9.70,13.4,24.8,12.27
2023-07-10,61,27.7,21.6,4.40,13.8,32.8,21.62
2023-07-11,0,30.1,18.8,0.00,11.9,20.5,27.91
2023-07-12,1,31.7,20.5,0.00,10.1,22.3,27.09
2023-07-13,51,31.6,22.1,0.20,19.8,39.2,24.62
2023-07-14,61,28.4,22.6,8.70,11.0,27.0,15.33
2023-07-15,61,29.5,22.3,7.10,14.9,32.0,17.66
2023-07-16,63,25.5,22.9,28.30,18.9,37.4,4.35
2023-07-17,3,30.4,20.4,0.00,10.5,20.2,26.10
2023-07-18,63,28.0,21.5,13.40,13.0,31.3,19.64
2023-07-19,53,24.5,20.4,3.40,12.2,30.6,11.61
2023-07-20,51,27.8,20.1,0.20,10.4,18.0,20.86
2023-07-21,63,27.3,21.2,20.50,10.4,32.8,15.91
2023-07-22,1,27.5,19.1,0.00,12.8,27.0,27.13
2023-07-23,1,28.3,18.0,0.00,13.0,22.7,24.27
2023-07-24,51,28.3,19.6,0.10,15.7,33.8,22.47
2023-07-25,65,28.1,20.3,25.60,10.3,20.9,17.91
2023-07-26,51,29.7,18.8,0.40,14.1,27.7,26.30
2023-07-27,61,32.0,22.2,3.30,19.9,54.4,21.41
2023-07-28,51,32.2,22.4,0.10,10.9,20.9,25.25
2023-07-29,63,31.7,24.1,10.30,20.1,41.8,21.16
2023-07-30,3,24.5,18.2,0.00,19.0,37.1,21.92
2023-07-31,1,27.2,16.9,0.00,8.7,18.0,23.37
2023-08-01,1,25.3,17.6,0.00,13.8,27.0,25.19
2023-08-02,2,25.3,15.3,0.00,12.8,23.4,24.92
2023-08-03,51,25.3,15.9,0.20,18.8,35.6,20.25
2023-08-04,51,25.1,19.3,0.70,15.6,33.5,12.16
2023-08-05,2,28.4,18.5,0.00,10.2,17.6,23.29
2023-08-06,3,28.4,17.9,0.00,14.0,27.4,22.50
2023-08-07,63,27.3,21.3,21.70,21.7,39.6,10.23
2023-08-08,63,25.8,21.5,11.80,25.9,48.2,16.83
2023-08-09,1,28.1,20.0,0.00,21.0,40.0,23.75
2023-08-10,63,26.5,18.7,21.30,12.4,27.4,10.58
2023-08-11,51,27.9,17.9,0.10,16.0,30.2,23.64
2023-08-12,53,28.4,19.0,1.20,13.4,28.4,21.46
2023-08-13,53,29.4,21.5,1.20,15.5,29.2,21.11
2023-08-14,53,28.8,19.6,0.90,11.8,20.5,14.75
2023-08-15,63,25.9,22.3,23.30,15.2,32.0,13.14
2023-08-16,51,26.6,21.6,3.50,10.5,20.2,14.50
2023-08-17,51,25.5,21.1,1.90,14.1,26.6,13.19
2023-08-18,63,26.3,19.6,11.70,20.5,39.2,21.26
2023-08-19,3,25.0,16.5,0.00,16.2,31.0,19.90
2023-08-20,1,28.6,15.9,0.00,11.2,20.2,25.21
2023-08-21,3,30.2,19.6,0.00,9.6,20.2,19.31
2023-08-22,2,24.8,19.1,0.00,18.4,39.2,24.53
2023-08-23,2,24.3,16.8,0.00,13.2,24.5,23.46
2023-08-24,51,22.8,18.6,1.20,14.8,33.1,7.08
2023-08-25,53,26.8,20.6,5.70,13.4,38.5,9.04
2023-08-26,51,28.2,20.0,0.10,10.5,19.4,14.97
2023-08-27,51,26.9,19.4,0.10,11.2,25.2,21.65
2023-08-28,51,24.2,19.5,0.30,13.0,27.7,12.48
2023-08-29,51,25.8,19.2,0.30,9.5,22.7,12.18
2023-08-30,61,28.2,21.1,4.70,16.7,30.2,14.64
2023-08-31,1,24.0,17.6,0.00,18.5,39.6,22.63
2023-09-01,0,23.2,14.7,0.00,14.4,31.0,24.14
2023-09-02,2,25.7,13.3,0.00,12.2,25.9,23.42
2023-09-03,3,31.0,18.3,0.00,12.8,23.0,21.58
2023-09-04,2,32.5,20.5,0.00,8.0,14.4,20.75
2023-09-05,2,32.6,22.3,0.00,8.6,17.3,19.97
2023-09-06,2,33.6,23.0,0.00,9.2,16.2,21.99
2023-09-07,51,33.8,22.0,0.50,13.0,23.4,20.22
2023-09-08,63,30.6,22.5,7.90,13.0,29.9,16.88
2023-09-09,61,26.3,21.3,13.70,10.9,23.8,8.96
2023-09-10,61,23.7,21.6,8.80,8.4,27.0,7.08
2023-09-11,63,26.3,20.5,16.40,9.3,22.0,10.84
2023-09-12,51,27.3,19.5,0.30,10.9,23.4,18.48
2023-09-13,61,25.7,19.6,12.10,11.4,29.5,10.72
2023-09-14,2,24.2,17.6,0.00,17.1,31.0,20.66
2023-09-15,1,20.9,14.4,0.00,19.7,41.8,17.30
2023-09-16,1,23.1,15.0,0.00,18.7,36.7,16.71
2023-09-17,61,24.1,12.3,3.10,11.9,23.8,17.49
2023-09-18,63,21.0,16.9,22.80,14.5,28.1,5.04
2023-09-19,1,22.3,14.0,0.00,18.9,38.2,18.30
2023-09-20,1,22.6,12.2,0.00,11.4,24.1,19.29
2023-09-21,2,21.3,12.4,0.00,11.5,24.8,20.40
2023-09-22,51,20.6,13.9,0.10,20.0,37.8,15.78
2023-09-23,63,15.9,14.2,25.40,28.6,50.8,3.18
2023-09-24,61,18.3,15.6,17.00,25.8,47.9,2.91
2023-09-25,61,16.7,15.2,NaN,22.2,42.1,NaN
2023-09-26,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2023-09-27,NaN,NaN,NaN,NaN,NaN,NaN,NaN
